Object ID,Class,Track History
1700,2,"[(2, 1118.256103515625, 104.48871612548828), (2, 1122.0557861328125, 116.21965026855469), (2, 1116.4354248046875, 126.38711547851562), (2, 1103.823974609375, 127.01189422607422), (2, 1090.4774169921875, 137.04568481445312), (2, 1068.6700439453125, 142.89369201660156), (2, 1052.5987548828125, 149.06304931640625), (2, 1035.43701171875, 159.91224670410156), (2, 1024.6986083984375, 164.30389404296875), (2, 1011.9212646484375, 167.20864868164062), (2, 1000.0303955078125, 167.40951538085938), (2, 989.4127197265625, 167.23609924316406), (2, 975.485595703125, 169.16058349609375), (2, 959.946533203125, 171.98275756835938), (2, 945.8418579101562, 175.97801208496094), (2, 927.3203735351562, 179.8046875), (2, 909.177490234375, 185.3769073486328), (2, 889.593017578125, 192.66842651367188), (2, 870.3897705078125, 195.5101318359375), (2, 848.1013793945312, 195.07229614257812), (2, 824.36474609375, 199.3658447265625), (2, 799.7889404296875, 204.36117553710938), (2, 772.240234375, 209.205322265625), (2, 746.509765625, 213.70626831054688), (2, 717.1102905273438, 217.85443115234375), (2, 684.5877075195312, 225.98800659179688), (2, 651.1929931640625, 232.25), (2, 614.1520385742188, 235.05398559570312), (2, 580.1674194335938, 239.84146118164062), (2, 544.2999267578125, 241.26573181152344), (2, 507.2287292480469, 249.92803955078125), (2, 467.22467041015625, 259.2133483886719), (2, 427.87188720703125, 263.59722900390625), (2, 386.71240234375, 270.9984436035156), (2, 345.5845947265625, 274.07080078125), (2, 304.4069519042969, 277.75482177734375), (2, 262.19281005859375, 285.8885192871094), (2, 227.33351135253906, 297.21038818359375), (2, 209.94915771484375, 305.38470458984375), (2, 192.06932067871094, 313.7633056640625), (2, 173.64785766601562, 324.9664306640625), (2, 145.26881408691406, 332.02398681640625), (2, 122.33416748046875, 343.2779235839844), (2, 101.00242614746094, 343.50146484375), (2, 81.45801544189453, 349.4036865234375), (2, 59.760292053222656, 355.36907958984375)]"
1701,2,"[(2, 1206.439208984375, 64.9618148803711), (1, 1208.541015625, 55.758628845214844), (1, 1217.8642578125, 56.31496810913086), (2, 1218.8104248046875, 69.67222595214844), (2, 1221.7440185546875, 62.851219177246094), (2, 1224.058349609375, 68.7236328125), (2, 1225.02392578125, 74.30083465576172), (2, 1226.45947265625, 72.87266540527344), (2, 1229.007568359375, 76.87454223632812), (2, 1231.54833984375, 80.43589782714844), (2, 1235.180908203125, 94.9434585571289), (2, 1237.165283203125, 99.1026611328125), (2, 1240.494140625, 99.83403778076172), (2, 1242.85595703125, 107.36405944824219), (2, 1246.867431640625, 110.11238098144531), (2, 1249.1160888671875, 113.93220520019531), (2, 1253.0712890625, 116.88688659667969), (2, 1255.62158203125, 118.18067169189453), (2, 1256.0047607421875, 125.17254638671875), (3, 1257.2919921875, 129.29733276367188), (2, 1255.891357421875, 133.40029907226562), (2, 1255.43701171875, 135.149169921875), (2, 1254.681396484375, 142.82093811035156), (2, 1253.3936767578125, 146.80780029296875), (4, 1252.010986328125, 148.81045532226562), (2, 1253.2060546875, 151.31216430664062), (2, 1251.454833984375, 153.51727294921875), (3, 1247.839599609375, 145.24966430664062), (3, 1246.04833984375, 156.0286865234375), (3, 1242.680908203125, 162.69149780273438), (2, 1241.33203125, 165.18844604492188), (2, 1238.547119140625, 168.73521423339844), (2, 1234.252685546875, 172.18194580078125), (4, 1227.921875, 174.64013671875), (3, 1222.015869140625, 179.08030700683594), (2, 1211.4736328125, 182.25582885742188), (2, 1205.0460205078125, 186.66061401367188), (2, 1197.283203125, 192.66305541992188), (3, 1190.11474609375, 203.65457153320312), (3, 1174.599609375, 210.91835021972656), (3, 1161.820556640625, 212.5575408935547), (3, 1150.438232421875, 216.12567138671875), (3, 1143.510009765625, 216.28077697753906), (3, 1136.745361328125, 219.90626525878906), (3, 1132.0257568359375, 221.1024627685547), (3, 1125.240966796875, 225.6486053466797), (3, 1117.5340576171875, 226.91046142578125), (3, 1111.316650390625, 232.5545654296875), (3, 1105.8614501953125, 233.98330688476562), (3, 1098.105224609375, 240.774169921875), (3, 1091.614013671875, 244.78082275390625), (3, 1083.6033935546875, 243.7074737548828), (3, 1076.601806640625, 242.0857696533203), (3, 1060.4794921875, 257.9599609375), (3, 1052.2401123046875, 280.17919921875), (3, 1042.4661865234375, 270.85760498046875), (3, 1033.0576171875, 264.8134765625), (3, 1022.1765747070312, 265.135009765625), (3, 1010.9443969726562, 268.57794189453125), (3, 995.947998046875, 270.39263916015625), (3, 984.3287353515625, 273.05523681640625), (3, 974.434326171875, 278.5327453613281), (3, 961.805908203125, 282.8666687011719), (3, 948.6047973632812, 284.4158935546875), (3, 930.0604248046875, 291.3876953125), (3, 930.3424682617188, 283.0990905761719), (3, 787.6002807617188, 325.7043151855469), (5, 242.17518615722656, 370.27410888671875)]"
1703,6,"[(6, 1237.06982421875, 148.177490234375), (6, 1224.5745849609375, 169.0335693359375), (6, 1197.7261962890625, 184.94903564453125), (6, 1149.027587890625, 215.3812255859375), (6, 1084.541015625, 239.34109497070312), (6, 992.903076171875, 260.28851318359375), (6, 873.211669921875, 303.3559875488281), (6, 717.0484008789062, 350.222900390625), (6, 531.9327392578125, 391.70208740234375), (6, 306.0079650878906, 443.8128662109375), (6, 134.59483337402344, 493.3605651855469), (6, 88.38373565673828, 515.439697265625)]"
1707,2,"[(2, 1122.0341796875, 87.8833236694336), (2, 1114.0538330078125, 105.88627624511719), (2, 1093.7314453125, 137.17147827148438), (2, 1037.9580078125, 163.99221801757812), (2, 922.737060546875, 188.9698028564453), (2, 810.885986328125, 214.7134552001953), (2, 755.0103759765625, 226.95570373535156), (2, 690.751220703125, 235.22842407226562), (2, 618.5066528320312, 241.00936889648438), (2, 545.1309814453125, 246.16165161132812), (2, 466.7471008300781, 265.35430908203125), (2, 382.95660400390625, 282.389404296875), (2, 294.9439697265625, 296.7453918457031), (2, 214.56991577148438, 308.2636413574219), (2, 185.92474365234375, 318.150634765625), (2, 167.8529815673828, 323.4592590332031), (2, 144.2001190185547, 330.50750732421875), (2, 112.0276870727539, 351.91876220703125), (2, 89.51741790771484, 356.08758544921875), (2, 68.58274841308594, 356.599609375)]"
1708,6,"[(6, 1336.82275390625, 113.03472900390625)]"
1709,2,"[(2, 316.68951416015625, 122.86231231689453), (2, 562.579345703125, 95.29991149902344), (2, 564.9391479492188, 83.16426086425781), (2, 669.05810546875, 72.5182113647461), (2, 831.648681640625, 57.80253219604492), (2, 846.8333740234375, 54.93622970581055), (2, 858.81396484375, 53.437862396240234), (2, 866.2853393554688, 48.434608459472656), (2, 870.2181396484375, 46.478858947753906), (2, 876.1535034179688, 46.173118591308594), (2, 878.567626953125, 43.04722595214844), (1, 874.4849853515625, 42.56305694580078), (2, 892.0176391601562, 42.64488220214844), (1, 900.0984497070312, 43.22549819946289), (1, 902.2739868164062, 45.22344207763672), (1, 906.0012817382812, 42.25225830078125), (2, 910.6663818359375, 40.063533782958984), (2, 915.3797607421875, 38.49782180786133), (1, 920.284423828125, 38.10993194580078), (1, 923.0186767578125, 37.616085052490234), (2, 925.9213256835938, 38.18438720703125), (2, 927.1009521484375, 36.42007827758789), (2, 926.5899658203125, 34.457462310791016), (2, 927.024169921875, 34.318782806396484), (2, 929.7779541015625, 34.912696838378906), (2, 930.7548828125, 35.716949462890625), (2, 930.95068359375, 35.749176025390625), (2, 931.553466796875, 35.55523681640625), (2, 932.4176025390625, 35.54969024658203), (2, 934.2400512695312, 34.44715118408203), (2, 935.3798828125, 34.14381408691406), (2, 940.8564453125, 30.82997703552246), (2, 948.2138671875, 28.690227508544922), (2, 952.5010375976562, 27.322219848632812), (2, 954.2072143554688, 27.16883087158203), (2, 954.422119140625, 27.99835777282715), (2, 955.0469970703125, 27.235050201416016), (2, 955.437744140625, 24.949851989746094), (2, 956.5130615234375, 27.237184524536133), (2, 958.3763427734375, 25.598234176635742), (2, 958.974609375, 26.571002960205078), (2, 960.1478271484375, 26.44194221496582), (1, 959.5537109375, 23.206966400146484), (1, 959.1192626953125, 22.6934757232666), (1, 959.44140625, 22.35322380065918), (1, 959.8921508789062, 22.58510971069336), (1, 960.4681396484375, 21.261083602905273), (1, 960.682373046875, 21.331174850463867), (1, 960.5677490234375, 19.700212478637695), (1, 960.1629638671875, 19.45944595336914), (1, 959.5264892578125, 19.712520599365234), (1, 959.104248046875, 18.449947357177734), (1, 958.299560546875, 17.12433433532715), (1, 958.18994140625, 16.210277557373047), (1, 958.87158203125, 16.435937881469727), (1, 959.3822021484375, 16.423791885375977), (1, 959.60986328125, 16.317298889160156), (1, 960.3458251953125, 16.295007705688477), (2, 960.3289794921875, 16.222768783569336), (2, 960.5917358398438, 15.418517112731934)]"
1712,2,"[(2, 1070.0367431640625, 138.1446990966797), (2, 1001.0111083984375, 167.13790893554688), (2, 933.7515869140625, 178.4497528076172), (2, 840.6116333007812, 197.26959228515625), (2, 763.1361083984375, 213.1724090576172), (2, 694.9728393554688, 232.05227661132812), (2, 625.463623046875, 238.59890747070312), (2, 588.7020874023438, 244.95907592773438), (2, 547.58349609375, 256.2387390136719), (2, 506.5899353027344, 260.65087890625), (2, 467.10064697265625, 267.22259521484375), (2, 424.4910583496094, 276.6524658203125), (2, 382.1446228027344, 281.30963134765625), (2, 360.20086669921875, 287.2940673828125), (2, 338.5164489746094, 291.8154602050781), (2, 317.9412841796875, 297.67181396484375), (2, 295.8347473144531, 299.3229064941406), (2, 274.02142333984375, 302.69134521484375), (2, 250.9761962890625, 306.82513427734375), (2, 237.4729461669922, 310.54345703125), (2, 231.34957885742188, 313.2166748046875), (2, 221.8837127685547, 318.1898498535156), (2, 214.84072875976562, 322.6295166015625), (2, 209.4170379638672, 327.31396484375), (2, 197.47714233398438, 330.1871337890625), (2, 185.25987243652344, 327.9578857421875), (2, 171.96817016601562, 324.027099609375), (2, 166.41802978515625, 333.40997314453125), (2, 153.2655487060547, 330.89447021484375), (2, 123.97802734375, 355.00140380859375), (2, 110.23957061767578, 366.9146728515625), (2, 99.76908874511719, 371.6768493652344), (2, 85.60602569580078, 370.1336669921875), (2, 77.74713897705078, 370.68426513671875), (2, 70.0745849609375, 375.0991516113281)]"
1705,2,"[(2, 942.176025390625, 29.55948257446289), (2, 956.4949951171875, 23.212160110473633), (2, 956.6128540039062, 19.19533348083496)]"
1710,2,"[(2, 1097.639892578125, 78.30264282226562)]"
1719,2,"[(2, 1263.32666015625, 124.87019348144531), (2, 1244.702392578125, 101.76608276367188), (2, 1237.76953125, 113.2762680053711), (2, 1228.0299072265625, 133.69337463378906), (2, 1220.5244140625, 132.3707733154297), (2, 1211.648681640625, 152.11497497558594), (2, 1194.929443359375, 163.21022033691406), (2, 1187.876708984375, 144.9112091064453), (2, 1170.9571533203125, 150.06507873535156), (2, 1160.856201171875, 164.5684814453125), (2, 1169.189208984375, 157.16049194335938), (2, 1164.362548828125, 154.37725830078125), (2, 1154.3272705078125, 156.63363647460938), (2, 1143.140380859375, 157.5863800048828), (2, 1137.85498046875, 161.4842987060547), (2, 1131.3333740234375, 165.92013549804688), (2, 1124.0625, 171.8452606201172), (2, 1117.8466796875, 173.71682739257812), (2, 1110.0623779296875, 178.81045532226562), (2, 1103.5333251953125, 176.2506103515625), (2, 1096.65234375, 177.1498260498047), (2, 1087.130859375, 183.52517700195312), (2, 1075.6712646484375, 187.06277465820312), (2, 1067.667236328125, 191.384521484375), (2, 1060.1898193359375, 191.941650390625), (2, 1053.3116455078125, 191.25682067871094), (2, 1046.1971435546875, 194.48399353027344), (2, 1038.403564453125, 200.03811645507812), (2, 1029.317626953125, 200.56430053710938), (2, 1019.246826171875, 201.38705444335938), (2, 1009.032958984375, 203.5421142578125), (2, 1000.965087890625, 210.447509765625), (2, 988.8660278320312, 213.17337036132812), (2, 978.8870849609375, 223.0054168701172), (2, 969.8729248046875, 220.43582153320312), (2, 953.62841796875, 216.91217041015625), (2, 944.8450317382812, 220.16659545898438), (2, 930.7249755859375, 225.14083862304688), (2, 915.6217041015625, 228.19595336914062), (2, 901.9713134765625, 233.47979736328125), (2, 889.1282958984375, 230.5916748046875), (2, 875.5980224609375, 227.96202087402344), (2, 859.1370239257812, 220.39871215820312), (2, 845.3424072265625, 232.0345001220703), (2, 830.5855102539062, 234.28814697265625), (2, 849.5517578125, 217.0446319580078), (2, 810.2777099609375, 217.77720642089844), (2, 791.191650390625, 218.99395751953125), (2, 784.281982421875, 216.55368041992188), (2, 758.12451171875, 223.22760009765625), (2, 382.0327453613281, 285.122802734375)]"
1725,6,"[(6, 639.6444091796875, 76.89674377441406)]"
1727,6,"[(6, 1343.8546142578125, 263.4827880859375), (6, 1312.4854736328125, 273.3177185058594), (6, 1292.224609375, 279.009765625), (6, 1264.577392578125, 295.36456298828125), (6, 1236.878662109375, 335.45556640625), (6, 1223.83935546875, 343.85162353515625), (6, 1206.5849609375, 347.3187561035156), (6, 1189.78662109375, 356.0634765625), (6, 1174.6455078125, 355.55908203125), (6, 1153.765869140625, 364.0592041015625), (0, 1133.0076904296875, 372.1791687011719), (0, 1109.6046142578125, 372.83306884765625), (0, 1087.64599609375, 383.0173645019531), (0, 1062.49609375, 388.2960205078125)]"
1728,2,"[(2, 984.2870483398438, 152.16485595703125), (2, 908.4481201171875, 180.6358642578125), (2, 778.4755859375, 219.64785766601562), (2, 561.2008056640625, 258.97320556640625)]"
1729,2,"[(2, 78.34068298339844, 189.15829467773438), (2, 222.94384765625, 153.3682861328125), (2, 265.9626159667969, 147.55685424804688), (2, 302.12109375, 140.91680908203125), (2, 341.48101806640625, 135.37576293945312), (2, 382.171142578125, 129.63906860351562), (2, 410.903564453125, 125.62031555175781), (2, 424.2649841308594, 126.14837646484375), (2, 418.21783447265625, 123.99980926513672), (2, 427.47784423828125, 117.21064758300781), (2, 447.6131591796875, 110.64741516113281), (2, 486.0849914550781, 101.85172271728516), (2, 496.1375732421875, 97.25385284423828), (2, 515.199951171875, 95.82091522216797), (2, 521.8646850585938, 93.19889831542969), (2, 555.9996337890625, 92.89739227294922), (2, 572.1234130859375, 93.25357818603516), (2, 583.9948120117188, 90.61934661865234), (2, 596.25244140625, 92.20480346679688), (2, 603.7980346679688, 95.28616333007812), (2, 611.5318603515625, 96.31497955322266), (2, 620.99267578125, 97.01708984375), (2, 623.94140625, 98.41166687011719), (2, 631.59765625, 100.92970275878906), (2, 637.27490234375, 101.05541229248047), (2, 643.8185424804688, 99.4598617553711), (2, 650.0549926757812, 97.45711517333984), (2, 657.8811645507812, 95.68724822998047), (2, 663.9185180664062, 94.86672973632812), (2, 672.69580078125, 94.2906494140625), (2, 681.279541015625, 93.48063659667969), (2, 690.2988891601562, 92.76768493652344), (2, 697.265625, 90.49263000488281), (2, 704.2388916015625, 91.47756958007812), (2, 711.017333984375, 89.938720703125), (2, 718.6856689453125, 86.19480895996094), (2, 725.364501953125, 84.59014129638672), (2, 731.7340087890625, 83.7939682006836), (2, 737.388671875, 82.99520874023438), (2, 742.0987548828125, 82.62034606933594), (2, 748.0916748046875, 82.88558197021484), (2, 754.2764892578125, 81.31793212890625), (2, 761.8551025390625, 80.20927429199219), (2, 767.450439453125, 80.81956481933594), (2, 774.3985595703125, 79.13445281982422), (2, 781.13623046875, 79.62134552001953), (2, 785.7144775390625, 79.4901123046875), (2, 790.7501831054688, 78.22538757324219), (2, 796.8487548828125, 76.96107482910156), (2, 802.7687377929688, 76.13017272949219), (2, 807.2996826171875, 76.09817504882812), (2, 811.87646484375, 74.62805938720703), (2, 817.5047607421875, 74.80540466308594), (2, 822.73583984375, 70.43350219726562), (2, 827.2855834960938, 68.4267807006836), (2, 831.302734375, 61.28766632080078), (2, 836.5513916015625, 62.0644416809082), (2, 840.0750732421875, 62.4557991027832), (2, 843.7833251953125, 58.346221923828125), (2, 847.9641723632812, 58.19554901123047), (2, 851.9346923828125, 57.304237365722656), (2, 855.974609375, 58.03178787231445), (2, 859.8931884765625, 55.46769714355469), (2, 863.7120361328125, 55.76088333129883), (2, 867.7618408203125, 55.905426025390625), (2, 872.2654418945312, 56.36114501953125), (2, 876.7249145507812, 58.25688552856445), (2, 879.2432861328125, 55.907867431640625), (2, 881.9676513671875, 54.605003356933594), (2, 885.7120361328125, 58.10236740112305), (2, 888.9058837890625, 57.96548080444336), (2, 892.5785522460938, 55.28327560424805), (2, 895.2264404296875, 53.76572799682617), (2, 898.168701171875, 52.51435852050781), (2, 901.6676025390625, 50.73911666870117), (2, 902.6725463867188, 50.032657623291016), (2, 904.1875, 49.587646484375), (2, 906.93017578125, 49.56769561767578), (2, 912.576904296875, 50.31604766845703), (2, 915.7999267578125, 49.88666534423828), (2, 918.5878295898438, 48.313880920410156), (2, 921.7996826171875, 47.62594985961914), (2, 922.995849609375, 48.06243896484375), (2, 925.473388671875, 47.24382019042969), (2, 927.2242431640625, 45.45919418334961), (2, 928.509521484375, 44.43891143798828), (2, 931.0572509765625, 44.005088806152344), (2, 932.779541015625, 42.6912956237793), (2, 934.5235595703125, 42.81356430053711), (2, 935.9534912109375, 42.59900665283203), (2, 938.442626953125, 42.231773376464844), (2, 939.7764892578125, 41.65883255004883), (2, 942.7301025390625, 40.85631561279297), (1, 944.885498046875, 40.255672454833984), (2, 945.2802124023438, 38.83955001831055), (2, 946.7216796875, 38.55937957763672), (2, 947.4921875, 39.478790283203125), (1, 949.6392822265625, 40.13752746582031), (1, 949.571044921875, 39.52591323852539), (2, 951.335693359375, 39.870635986328125), (2, 952.6549072265625, 38.83343505859375), (2, 954.62548828125, 38.061439514160156), (2, 955.686767578125, 36.0312385559082), (2, 956.16162109375, 35.460845947265625), (2, 957.367431640625, 32.846710205078125), (2, 959.077392578125, 31.308971405029297), (2, 960.5767822265625, 30.672880172729492), (2, 976.5032348632812, 11.29330062866211)]"
1733,2,"[(2, 886.2864990234375, 174.85714721679688), (2, 803.5974731445312, 191.53265380859375), (2, 775.7196655273438, 200.52874755859375), (2, 720.6964721679688, 199.4940185546875), (2, 320.76080322265625, 260.4320373535156), (2, 167.34371948242188, 314.39678955078125), (2, 129.17308044433594, 319.8388977050781), (2, 83.53607940673828, 317.13275146484375)]"
1735,5,"[(5, 53.06465530395508, 396.4119567871094)]"
1736,6,"[(6, 847.5105590820312, 32.857810974121094), (6, 845.86865234375, 33.240478515625), (6, 846.4755859375, 33.657875061035156), (6, 851.09326171875, 31.248043060302734)]"
1738,2,"[(2, 616.6610717773438, 272.50225830078125), (2, 449.5416564941406, 321.01995849609375), (2, 380.17767333984375, 339.444091796875), (2, 347.3446960449219, 344.6998291015625), (2, 344.1978759765625, 347.890380859375), (2, 297.4112548828125, 373.20721435546875), (2, 255.7756805419922, 360.5416259765625), (2, 211.0271759033203, 332.0323486328125), (2, 177.61705017089844, 349.25701904296875), (1, 141.13290405273438, 368.66546630859375), (5, 107.4485092163086, 384.1761779785156)]"
1739,4,"[(4, 1123.5042724609375, 84.45375061035156), (4, 1115.819091796875, 98.35812377929688), (4, 1106.1173095703125, 105.32373046875), (4, 1100.5377197265625, 102.26939392089844), (4, 1094.788818359375, 103.09688568115234), (4, 1087.5228271484375, 114.39119720458984), (4, 1079.6429443359375, 122.173583984375), (4, 1067.4205322265625, 126.76229858398438), (4, 1056.160400390625, 129.6929931640625), (4, 1044.560546875, 133.29696655273438), (4, 1033.1160888671875, 137.66929626464844), (4, 1020.879150390625, 143.3207244873047), (4, 1002.99755859375, 153.33731079101562), (4, 987.0831298828125, 158.71441650390625), (4, 968.769287109375, 162.22314453125), (4, 951.3232421875, 165.79681396484375), (4, 927.917236328125, 173.3956298828125), (4, 904.5963134765625, 180.8490753173828), (4, 878.9393310546875, 188.05418395996094), (4, 851.2239990234375, 194.7616729736328), (4, 821.2293701171875, 200.11383056640625), (4, 789.7714233398438, 205.57521057128906), (4, 755.0631103515625, 216.02781677246094), (4, 720.8099975585938, 224.147216796875), (4, 682.9920043945312, 233.5881805419922), (4, 642.5762939453125, 239.787109375), (4, 601.365966796875, 248.22293090820312), (4, 557.9591064453125, 255.6885986328125), (4, 511.82269287109375, 268.37774658203125), (4, 480.12432861328125, 276.87640380859375), (4, 440.73797607421875, 291.5251159667969), (4, 371.0850830078125, 304.7018737792969), (4, 316.66632080078125, 316.82623291015625), (4, 262.7049865722656, 327.9351806640625), (4, 209.85330200195312, 340.8052978515625), (4, 160.4639434814453, 358.1026611328125), (4, 128.31436157226562, 370.92578125), (4, 109.61817169189453, 386.55615234375), (4, 92.6128921508789, 390.47454833984375), (4, 72.98480224609375, 405.73199462890625), (4, 52.48012161254883, 407.3495788574219)]"
1746,4,"[(4, 1120.671142578125, 50.837162017822266), (4, 1119.404296875, 51.0167121887207), (4, 1119.8817138671875, 64.62028503417969), (4, 1122.476806640625, 67.01232147216797), (4, 1124.6510009765625, 73.20791625976562), (4, 1124.76123046875, 79.41534423828125), (4, 1124.9432373046875, 82.85015106201172), (4, 1123.727783203125, 85.28064727783203), (4, 1123.468017578125, 91.86256408691406), (4, 1124.9827880859375, 99.61223602294922), (4, 1123.536376953125, 103.08641052246094), (4, 1121.24072265625, 108.34334564208984), (4, 1121.437255859375, 110.46470642089844), (4, 1121.5009765625, 110.73173522949219), (4, 1122.4095458984375, 113.11405944824219), (4, 1123.4072265625, 112.28202819824219), (4, 1123.1275634765625, 111.28717041015625), (4, 1123.3643798828125, 111.46443176269531), (4, 1124.127685546875, 109.93230438232422), (4, 1123.864990234375, 109.0141830444336), (4, 1123.853515625, 109.0828857421875), (4, 1123.7703857421875, 109.08599090576172), (4, 1123.48193359375, 109.80400848388672), (4, 1123.266357421875, 110.06428527832031), (4, 1123.16748046875, 109.71944427490234), (4, 1122.9158935546875, 109.37313842773438), (4, 1122.454345703125, 109.28984069824219), (4, 1121.9278564453125, 108.20967102050781), (4, 1121.645751953125, 107.54844665527344), (4, 1120.494140625, 106.79439544677734), (4, 1119.30224609375, 105.36500549316406), (4, 1118.6588134765625, 105.6021728515625), (4, 1119.333251953125, 106.26387786865234), (4, 1119.8958740234375, 105.99565124511719), (4, 1119.7314453125, 105.94310760498047), (4, 1117.9727783203125, 105.61741638183594), (4, 1117.65869140625, 106.40108489990234), (4, 1117.431640625, 106.20347595214844), (4, 1116.87548828125, 105.89170837402344), (4, 1116.0693359375, 105.2701187133789), (4, 1115.892822265625, 105.55106353759766), (4, 1115.532470703125, 105.22560119628906), (4, 1115.70166015625, 104.86458587646484), (4, 1115.21435546875, 103.65084838867188), (4, 1115.65380859375, 103.73687744140625), (4, 1117.014892578125, 104.7707748413086), (4, 1118.678466796875, 107.35081481933594), (4, 1118.6644287109375, 107.71427154541016), (4, 1118.57275390625, 107.63441467285156), (4, 1118.4808349609375, 107.70745849609375), (4, 1118.2420654296875, 107.26763916015625), (4, 1119.0615234375, 107.9963150024414), (4, 1119.05908203125, 108.71487426757812), (4, 1118.934814453125, 108.72982025146484), (4, 1117.7900390625, 109.35305786132812), (4, 1116.173095703125, 109.3514404296875), (4, 1114.790283203125, 108.24278259277344), (4, 1115.9908447265625, 108.60629272460938), (4, 1117.7491455078125, 109.66443634033203), (4, 1118.4959716796875, 110.1168441772461), (4, 1119.3779296875, 110.32344818115234), (4, 1119.331298828125, 110.69324493408203), (4, 1119.2056884765625, 110.43341827392578), (4, 1118.114990234375, 109.33448028564453), (4, 1117.41015625, 109.41923522949219), (4, 1117.4580078125, 108.95034790039062), (4, 1116.34033203125, 109.34835815429688), (4, 1115.49609375, 109.86552429199219), (4, 1115.3912353515625, 110.82525634765625), (4, 1115.4139404296875, 111.07152557373047), (4, 1116.0679931640625, 110.76458740234375), (4, 1116.6197509765625, 110.67916107177734), (4, 1117.056396484375, 110.89204406738281), (4, 1117.4375, 109.91153717041016), (4, 1117.287109375, 108.21617889404297), (4, 1116.753173828125, 107.4762954711914), (4, 1116.88037109375, 107.71168518066406), (4, 1116.509033203125, 108.2388687133789), (4, 1116.86962890625, 108.03230285644531), (4, 1116.47509765625, 105.76969146728516), (4, 1117.007080078125, 102.61661529541016), (4, 1116.78466796875, 100.3995132446289), (2, 1115.5029296875, 94.24565887451172)]"
1750,6,"[(6, 574.6759033203125, 102.87875366210938), (6, 635.9178466796875, 96.70083618164062), (6, 680.6993408203125, 89.800537109375), (6, 723.0173950195312, 83.07173156738281), (6, 763.621337890625, 74.16410827636719), (6, 797.9318237304688, 68.51956176757812), (6, 831.7343139648438, 66.24694061279297), (6, 845.1226196289062, 55.844444274902344), (6, 855.345458984375, 57.731346130371094), (6, 859.6930541992188, 53.452247619628906), (6, 860.6590576171875, 44.029747009277344)]"
1751,2,"[(2, 1070.9332275390625, 23.377094268798828), (2, 1073.7596435546875, 31.24919891357422)]"
1743,6,"[(6, 604.1070556640625, 94.68831634521484), (6, 704.809814453125, 79.21671295166016), (6, 767.3099365234375, 70.46166229248047), (6, 903.6990966796875, 38.8740234375), (6, 911.1229248046875, 33.30986404418945), (6, 921.9782104492188, 28.721588134765625), (6, 924.370849609375, 28.728878021240234), (6, 929.3056640625, 25.91794776916504), (6, 935.5362548828125, 22.32245445251465), (6, 944.0662231445312, 19.52311897277832)]"
1753,2,"[(2, 136.32321166992188, 165.21121215820312), (2, 295.2566833496094, 152.41148376464844), (2, 333.5237121582031, 146.88592529296875), (2, 350.70068359375, 144.04110717773438), (2, 374.3646240234375, 142.90240478515625), (2, 395.28955078125, 140.94235229492188), (2, 412.6368103027344, 138.68350219726562), (2, 434.429443359375, 137.6354522705078), (2, 455.5780029296875, 135.11526489257812), (2, 476.89837646484375, 131.904052734375), (2, 496.9303894042969, 128.57630920410156), (2, 515.7645263671875, 126.18904113769531), (2, 534.4180297851562, 122.22091674804688), (2, 553.5135498046875, 117.10565185546875), (2, 573.1543579101562, 117.26119995117188), (2, 590.2841796875, 114.29005432128906), (2, 609.3411865234375, 112.57599639892578), (2, 625.8378295898438, 108.36993408203125), (2, 643.85986328125, 105.40536499023438), (2, 661.6168212890625, 104.37511444091797), (2, 683.379638671875, 100.65812683105469), (2, 700.264404296875, 97.99079895019531), (2, 717.8366088867188, 96.92668151855469), (2, 733.0504760742188, 97.02035522460938), (2, 747.9278564453125, 95.37677001953125), (2, 762.4268798828125, 90.92700958251953), (2, 778.3824462890625, 91.5149154663086), (2, 791.0259399414062, 90.62960052490234), (2, 802.7452392578125, 88.2359619140625), (2, 815.5507202148438, 87.37047576904297), (2, 827.0338134765625, 84.38323211669922), (2, 837.2972412109375, 78.85002136230469), (2, 843.0386352539062, 76.99117279052734), (2, 847.7078857421875, 76.09339141845703), (2, 851.093017578125, 73.98924255371094), (2, 856.084716796875, 73.38318634033203), (2, 860.503662109375, 72.96812438964844), (2, 864.4786376953125, 72.82980346679688), (2, 869.2255859375, 71.72616577148438), (2, 873.43798828125, 69.72871398925781), (2, 877.6271362304688, 69.73016357421875), (2, 881.17431640625, 67.4866943359375), (2, 885.2539672851562, 66.93538665771484), (2, 888.6497802734375, 66.37225341796875), (2, 891.7586059570312, 64.11116027832031), (2, 894.2471923828125, 63.14036560058594), (2, 897.5987548828125, 65.38467407226562), (2, 901.2973022460938, 65.82747650146484), (2, 905.0838623046875, 63.015960693359375), (2, 907.3692016601562, 55.597782135009766), (2, 910.2153930664062, 58.81767272949219), (2, 912.48583984375, 53.21452331542969), (2, 915.9169921875, 48.80470657348633), (2, 918.5445556640625, 51.36490249633789), (2, 920.5343017578125, 53.019859313964844)]"
