Object ID,Class,Track History
4265,6,"[(6, 172.36260986328125, 297.6048889160156), (6, 374.6400146484375, 275.52880859375), (2, 584.137939453125, 275.3641052246094), (2, 729.369873046875, 280.88214111328125), (6, 834.5026245117188, 266.619873046875), (6, 982.14013671875, 257.4923400878906), (6, 1637.06201171875, 257.7318115234375), (6, 1788.627197265625, 269.78717041015625)]"
4268,4,"[(4, 279.32928466796875, 138.81837463378906)]"
4269,6,"[(6, 596.3291015625, 343.5301513671875), (6, 694.7698974609375, 335.26678466796875), (6, 751.1839599609375, 339.90240478515625), (2, 816.9779052734375, 337.97882080078125), (2, 881.3712158203125, 329.516845703125), (2, 944.2467041015625, 333.17236328125), (6, 1004.3477783203125, 336.12957763671875), (2, 1066.523193359375, 330.2720947265625), (6, 1128.615478515625, 330.6517028808594), (6, 1189.183349609375, 336.96649169921875), (6, 1251.390625, 331.3787841796875), (2, 1312.9453125, 332.5821838378906), (2, 1367.7158203125, 332.46990966796875), (6, 1425.550537109375, 318.0888977050781), (6, 1481.628662109375, 329.3900451660156), (6, 1538.7197265625, 333.5736083984375), (2, 1585.2879638671875, 324.46978759765625), (6, 1639.150146484375, 323.61065673828125), (6, 1664.881103515625, 325.4375305175781), (6, 1689.143798828125, 325.3469543457031), (6, 1711.3349609375, 329.77020263671875), (6, 1733.700439453125, 332.12396240234375), (6, 1755.3310546875, 330.8759765625), (6, 1777.3907470703125, 333.4637451171875), (6, 1794.90869140625, 336.24664306640625), (6, 1814.7392578125, 336.34527587890625), (6, 1835.014892578125, 340.02008056640625), (6, 1853.9505615234375, 346.0368957519531), (6, 1864.327880859375, 346.5075988769531), (6, 1869.595947265625, 346.97296142578125), (6, 1877.302490234375, 346.46612548828125), (6, 1884.8575439453125, 347.79046630859375)]"
4266,6,"[(6, 1590.1102294921875, 233.76373291015625), (6, 1702.458740234375, 249.74127197265625), (6, 1800.583251953125, 258.5586853027344), (6, 1880.328369140625, 275.134033203125)]"
4274,4,"[(4, 227.89169311523438, 199.8546142578125)]"
4284,5,"[(5, 196.26406860351562, 214.1432647705078), (5, 243.25662231445312, 209.9277801513672), (5, 292.0419921875, 206.31454467773438), (5, 356.79736328125, 201.30299377441406), (5, 458.52166748046875, 200.7677459716797), (5, 555.3213500976562, 197.10333251953125), (5, 609.5191650390625, 197.8263397216797), (5, 663.8680419921875, 196.514892578125), (5, 720.929443359375, 197.1890411376953), (5, 779.1630249023438, 197.11431884765625), (5, 847.8818969726562, 199.79139709472656), (5, 916.2479248046875, 200.3784942626953), (5, 984.8029174804688, 200.03179931640625), (5, 1022.689208984375, 200.71466064453125), (5, 1056.8759765625, 198.81834411621094), (5, 1088.2330322265625, 198.4523162841797), (5, 1114.4420166015625, 198.40911865234375), (5, 1148.248779296875, 197.09988403320312), (5, 1180.7630615234375, 195.14622497558594), (5, 1214.973876953125, 197.5701904296875), (5, 1242.357177734375, 196.9761199951172), (5, 1277.5799560546875, 198.93553161621094), (5, 1309.052734375, 195.92559814453125), (5, 1339.1641845703125, 197.3082733154297), (5, 1371.630126953125, 199.94924926757812), (5, 1388.3648681640625, 199.71646118164062), (5, 1419.783203125, 201.39825439453125), (5, 1454.98876953125, 199.38931274414062), (5, 1487.7099609375, 199.16989135742188), (5, 1505.0166015625, 199.3965606689453), (5, 1526.865966796875, 198.5722198486328), (5, 1549.0438232421875, 199.9276123046875), (5, 1572.646484375, 200.7848663330078), (5, 1600.755615234375, 201.92691040039062), (5, 1610.3369140625, 204.69798278808594), (5, 1621.6121826171875, 205.68357849121094), (5, 1635.48779296875, 209.5067138671875), (5, 1645.8167724609375, 211.0640411376953), (5, 1655.1204833984375, 219.5543975830078), (5, 1667.149658203125, 222.09889221191406), (5, 1679.962158203125, 223.87442016601562), (5, 1691.2451171875, 227.49183654785156), (5, 1702.96875, 236.9208984375), (5, 1713.840087890625, 239.225830078125), (5, 1725.3138427734375, 239.47286987304688), (5, 1737.416015625, 244.50669860839844), (5, 1748.396240234375, 249.46188354492188), (5, 1761.956298828125, 252.29888916015625), (5, 1772.79296875, 255.42947387695312), (5, 1782.4053955078125, 256.01605224609375), (5, 1791.2584228515625, 253.5108642578125), (5, 1804.28125, 259.3560791015625), (5, 1817.076171875, 264.7928771972656)]"
4267,6,"[(6, 944.0782470703125, 178.25193786621094)]"
4288,6,"[(6, 1226.688232421875, 208.14767456054688), (6, 1316.427001953125, 212.44998168945312), (2, 1397.9521484375, 218.737548828125)]"
4292,6,"[(6, 138.37298583984375, 272.9141540527344), (6, 264.0079650878906, 259.27264404296875), (6, 304.4219970703125, 259.98126220703125), (6, 349.651611328125, 269.4783935546875), (6, 392.8719482421875, 269.68499755859375), (6, 439.4252014160156, 263.0828552246094), (6, 488.2846374511719, 257.6589050292969), (6, 536.158203125, 249.36911010742188), (6, 582.9063110351562, 236.48434448242188), (6, 632.091064453125, 236.0919189453125), (6, 681.0072021484375, 241.30007934570312), (6, 727.08154296875, 249.48834228515625), (6, 770.2352905273438, 239.8583984375), (6, 803.885498046875, 226.213623046875)]"
4296,6,"[(6, 376.560302734375, 191.94671630859375), (6, 440.65997314453125, 190.48764038085938), (6, 532.2905883789062, 185.8731689453125), (6, 605.20068359375, 183.6647186279297)]"
4298,2,"[(2, 155.12989807128906, 244.24098205566406), (2, 275.47442626953125, 236.28697204589844), (2, 337.4795837402344, 227.42922973632812), (2, 398.5821838378906, 221.20901489257812), (2, 461.3207702636719, 221.21116638183594), (2, 493.4220275878906, 220.95677185058594), (2, 529.0440063476562, 219.69508361816406), (2, 563.425048828125, 221.63812255859375), (2, 604.002197265625, 221.26593017578125), (2, 641.457763671875, 223.3062286376953), (2, 680.3729248046875, 220.9420166015625), (2, 682.3153686523438, 227.40896606445312), (2, 718.7867431640625, 228.9730682373047), (2, 738.0655517578125, 226.8990478515625), (2, 756.26806640625, 229.66494750976562), (2, 776.8603515625, 227.36331176757812), (2, 803.099609375, 227.46011352539062), (2, 824.6004638671875, 226.02981567382812), (2, 848.0299682617188, 230.21206665039062), (2, 865.83837890625, 233.5770263671875), (2, 878.33837890625, 234.6357421875), (2, 891.8976440429688, 233.51211547851562), (2, 912.416259765625, 233.19046020507812), (2, 927.4605712890625, 234.56021118164062), (2, 940.787841796875, 235.10655212402344), (2, 955.8173828125, 232.92739868164062), (2, 969.997802734375, 231.579345703125), (2, 990.39990234375, 229.1622314453125), (2, 1012.2367553710938, 243.44287109375), (2, 1032.1142578125, 242.168701171875), (2, 1050.263916015625, 229.33367919921875), (2, 1069.1063232421875, 221.83682250976562), (2, 1084.1600341796875, 222.1596221923828), (2, 1478.69677734375, 258.9608154296875), (2, 1683.7734375, 273.442138671875), (2, 1787.112548828125, 282.40887451171875), (2, 1831.451904296875, 296.8337097167969), (2, 1847.779541015625, 300.8492431640625)]"
4301,6,"[(6, 62.0899658203125, 272.2696228027344), (6, 201.50314331054688, 266.85693359375), (6, 292.27813720703125, 251.14193725585938), (6, 379.1167907714844, 246.55215454101562), (6, 469.6103820800781, 242.990234375)]"
4306,2,"[(2, 1216.721435546875, 226.72442626953125), (2, 1446.06787109375, 250.8306427001953), (2, 1580.5911865234375, 271.4531555175781), (2, 1649.2392578125, 278.8138122558594), (2, 1704.280517578125, 274.25457763671875), (2, 1741.2327880859375, 274.2340393066406), (2, 1765.2734375, 273.0346374511719), (2, 1773.01220703125, 272.97967529296875), (2, 1780.477783203125, 276.0330505371094), (2, 1792.53466796875, 277.8326416015625), (2, 1780.605224609375, 278.7641906738281), (2, 1784.4481201171875, 281.0103454589844), (2, 1792.49951171875, 286.94207763671875), (2, 1807.751708984375, 271.6761779785156), (2, 1813.13818359375, 268.8894348144531), (2, 1818.358154296875, 269.3236389160156), (2, 1820.909423828125, 273.5249938964844), (2, 1825.43115234375, 274.0137634277344), (4, 1835.969482421875, 266.2032775878906), (4, 1841.537109375, 264.21112060546875), (4, 1846.6395263671875, 263.8436279296875), (4, 1851.768798828125, 266.61846923828125), (4, 1855.796875, 272.0889587402344), (4, 1860.446044921875, 271.4468688964844), (4, 1864.188232421875, 269.98272705078125), (4, 1867.45947265625, 268.95562744140625), (4, 1872.418701171875, 270.1436767578125)]"
4303,6,"[(6, 146.78758239746094, 230.3325958251953), (6, 292.100341796875, 211.73092651367188), (6, 350.1158447265625, 207.11550903320312), (6, 409.3697204589844, 206.9381561279297), (6, 468.76153564453125, 204.86160278320312), (6, 526.6209106445312, 196.2567138671875), (6, 586.7210083007812, 192.76539611816406), (6, 617.0615234375, 196.39877319335938), (6, 645.0403442382812, 195.55419921875), (6, 673.9697875976562, 197.3023681640625), (6, 706.9107666015625, 196.06085205078125), (6, 736.40771484375, 197.4138641357422), (6, 765.7545166015625, 198.63787841796875), (6, 795.6297607421875, 201.755126953125), (6, 810.8021850585938, 202.38272094726562), (6, 826.9990234375, 201.2218475341797), (6, 842.3311767578125, 201.19317626953125), (6, 857.2030029296875, 202.28872680664062), (6, 875.6800537109375, 201.35177612304688), (6, 890.214111328125, 199.62313842773438), (6, 904.9315185546875, 199.06483459472656), (6, 917.456787109375, 197.99932861328125), (6, 934.7335815429688, 197.78404235839844), (6, 949.5318603515625, 198.79608154296875), (6, 964.3834228515625, 198.87588500976562), (6, 978.5580444335938, 199.09774780273438), (6, 993.642578125, 199.00616455078125), (6, 1007.8699951171875, 196.46694946289062), (6, 1024.4788818359375, 193.73048400878906), (6, 1037.4033203125, 191.89096069335938), (6, 1053.658203125, 192.32632446289062), (6, 1067.7677001953125, 198.358154296875), (6, 1081.0357666015625, 198.75164794921875), (6, 1097.772705078125, 200.53195190429688), (6, 1113.72216796875, 200.93878173828125), (6, 1128.824951171875, 199.3231658935547), (6, 1144.399169921875, 202.077392578125), (6, 1158.5126953125, 203.517578125), (6, 1174.7864990234375, 206.1622772216797), (6, 1190.826171875, 208.78152465820312), (6, 1204.3310546875, 210.0049285888672), (6, 1218.788330078125, 210.52182006835938), (6, 1237.0928955078125, 211.7208709716797), (6, 1252.946044921875, 211.71295166015625), (6, 1257.2734375, 210.2694091796875), (6, 1276.68017578125, 212.77371215820312), (6, 1294.386474609375, 213.19113159179688), (6, 1307.502685546875, 214.37594604492188), (6, 1321.681640625, 216.9706573486328), (6, 1334.595703125, 215.01126098632812), (6, 1346.911865234375, 215.708740234375), (6, 1355.62744140625, 213.60813903808594), (6, 1377.7076416015625, 216.29135131835938), (6, 1390.567138671875, 221.03741455078125), (6, 1409.822021484375, 230.22039794921875), (6, 1425.4593505859375, 225.423583984375)]"
4310,6,"[(6, 1266.7010498046875, 114.16202545166016), (6, 1266.758544921875, 107.75944519042969), (6, 1269.87890625, 108.73661804199219), (6, 1268.611572265625, 109.98675537109375), (6, 1268.921875, 113.32057189941406), (6, 1268.7279052734375, 112.16350555419922), (6, 1269.021728515625, 109.57943725585938), (6, 1269.311767578125, 110.53665161132812)]"
4311,6,"[(6, 586.10205078125, 172.42059326171875), (6, 801.193603515625, 187.4317169189453), (6, 926.82958984375, 185.9195098876953), (6, 1020.6785888671875, 186.02464294433594), (6, 1053.302978515625, 184.08297729492188), (6, 1085.6688232421875, 184.40138244628906), (6, 1119.5753173828125, 187.33522033691406), (6, 1150.15966796875, 190.549072265625), (6, 1184.9407958984375, 195.94898986816406), (6, 1214.977294921875, 197.33145141601562), (6, 1249.4052734375, 199.8917999267578), (6, 1272.956787109375, 199.2978057861328), (6, 1302.86767578125, 198.694580078125), (6, 1338.619873046875, 201.35536193847656)]"
4312,3,"[(3, 268.13494873046875, 208.02772521972656), (3, 503.2461242675781, 189.1365509033203), (3, 574.8228149414062, 177.4597930908203), (3, 644.6929321289062, 172.92556762695312), (3, 727.23876953125, 177.2337188720703), (3, 805.3720703125, 177.24337768554688), (3, 879.838623046875, 176.23553466796875), (3, 911.8504638671875, 174.69981384277344), (3, 952.741943359375, 173.35464477539062), (3, 996.311767578125, 172.2353515625), (3, 1040.8536376953125, 173.7135009765625), (3, 1077.660400390625, 183.73582458496094), (3, 1112.26611328125, 189.4929962158203), (3, 1140.8924560546875, 187.20753479003906), (3, 1178.994873046875, 185.21315002441406), (3, 1222.5115966796875, 190.70884704589844), (3, 1251.30859375, 192.6304931640625), (3, 1277.6953125, 191.20663452148438), (3, 1298.1405029296875, 194.55780029296875), (3, 1303.0799560546875, 191.92811584472656), (3, 1296.489990234375, 192.04498291015625), (3, 1296.226806640625, 189.1796875), (3, 1305.206298828125, 190.8221435546875), (3, 1314.2451171875, 191.08929443359375), (3, 1326.85302734375, 193.2865447998047), (3, 1344.8494873046875, 194.35284423828125), (3, 1372.723876953125, 196.08474731445312), (3, 1379.917724609375, 197.58468627929688), (3, 1410.195068359375, 198.18722534179688), (3, 1426.411865234375, 199.89463806152344), (3, 1438.771728515625, 201.96690368652344), (3, 1449.162353515625, 202.40451049804688), (3, 1457.044677734375, 204.01742553710938), (3, 1476.447265625, 207.6808624267578), (3, 1488.571533203125, 209.19293212890625), (3, 1504.33544921875, 209.3642120361328), (3, 1534.37890625, 212.30369567871094), (3, 1537.921142578125, 210.58184814453125), (3, 1546.537109375, 213.1565704345703), (3, 1560.127197265625, 211.99375915527344), (3, 1576.962158203125, 216.311767578125)]"
4327,2,"[(2, 135.14276123046875, 219.78762817382812), (2, 225.76612854003906, 211.6068115234375), (2, 328.27032470703125, 207.44503784179688), (2, 409.45458984375, 204.81385803222656), (2, 464.8372802734375, 202.0721435546875), (2, 523.5309448242188, 199.5257568359375), (2, 585.039306640625, 193.17086791992188), (2, 644.962646484375, 193.84274291992188), (2, 690.6614990234375, 193.3402862548828), (2, 721.74072265625, 194.76197814941406), (2, 750.7119140625, 193.10972595214844), (2, 786.922607421875, 194.07998657226562), (2, 821.3975219726562, 196.85211181640625), (2, 851.765380859375, 199.3697509765625), (2, 885.5335693359375, 199.6597900390625), (2, 925.8705444335938, 200.25054931640625), (2, 957.6677856445312, 199.20538330078125), (2, 1000.4270629882812, 201.88011169433594), (2, 1037.06787109375, 202.96066284179688), (2, 1068.725341796875, 206.95005798339844), (2, 1686.3212890625, 239.56475830078125), (2, 1777.0865478515625, 263.2652587890625), (2, 1815.31591796875, 277.0201110839844), (2, 1849.950927734375, 285.4752197265625)]"
4317,6,"[(6, 1794.67529296875, 299.5088195800781)]"
4330,2,"[(2, 227.55287170410156, 263.12579345703125), (2, 454.40875244140625, 266.11083984375), (2, 538.1900024414062, 264.7235107421875), (2, 631.4722900390625, 264.1703186035156), (2, 730.2052612304688, 265.919189453125), (2, 831.9400634765625, 271.9851989746094), (2, 945.4935302734375, 270.98577880859375), (2, 1001.6283569335938, 271.7620849609375), (2, 1033.59765625, 272.509033203125), (2, 1061.0106201171875, 272.42083740234375), (2, 1087.4351806640625, 257.4984130859375), (2, 1118.335205078125, 252.2860107421875), (2, 1141.78564453125, 252.88446044921875), (2, 1172.4779052734375, 254.00521850585938), (2, 1197.008544921875, 257.1112976074219), (2, 1223.4017333984375, 256.907958984375), (2, 1246.7041015625, 258.1293640136719), (2, 1277.66162109375, 266.92669677734375), (2, 1311.3004150390625, 289.94061279296875), (2, 1340.9056396484375, 301.6662292480469), (2, 1370.358154296875, 303.70257568359375), (2, 1398.850341796875, 305.97283935546875), (2, 1424.261962890625, 292.4468994140625), (2, 1451.8265380859375, 299.4297790527344), (2, 1478.037841796875, 311.67755126953125), (2, 1504.99169921875, 315.2965393066406), (2, 1530.811767578125, 315.2066345214844), (2, 1553.594970703125, 317.2747802734375), (2, 1576.044677734375, 317.6380920410156), (2, 1599.784423828125, 319.4947814941406), (2, 1621.675537109375, 321.3531188964844), (2, 1642.62451171875, 316.94866943359375), (2, 1667.887939453125, 315.9775085449219), (2, 1687.9891357421875, 315.0605773925781), (2, 1707.337646484375, 316.0858154296875), (2, 1729.5716552734375, 318.9726257324219), (2, 1746.8702392578125, 323.92242431640625), (2, 1756.67724609375, 326.9967041015625), (2, 1767.2779541015625, 329.83782958984375), (2, 1775.4884033203125, 333.40045166015625), (2, 1779.5108642578125, 334.41998291015625), (2, 1790.230224609375, 336.75482177734375), (2, 1800.6240234375, 336.8119201660156), (2, 1809.06298828125, 334.921142578125), (2, 1817.40966796875, 337.4729919433594), (2, 1825.75537109375, 337.34783935546875), (2, 1831.3662109375, 335.34307861328125), (2, 1840.52001953125, 334.69012451171875), (2, 1851.41845703125, 336.5235900878906), (2, 1858.79736328125, 338.2996826171875), (2, 1867.327392578125, 339.1226806640625), (2, 1874.959716796875, 339.67095947265625)]"
